"INFORMATION TYPE","DATE","PERIOD","WEP ($/MWh)","USEP ($/MWh)","AFP ($/MWh)","HEUR ($/MWh)","HLCU ($/MWh)","MEUC ($/MWh)","EMC Price Cap Fees ($/MWh)","EMC Price Adj Fees ($/MWh)","PSO Fees ($/MWh)"
"WEP","20-Oct-2023","7","184.66","184.04","0.14","-0.630","0.00","0.45","0.3703","0.0000","0.2920"
"WEP","20-Oct-2023","8","176.94","176.83","0.14","-1.140","0.00","0.45","0.3703","0.0000","0.2920"
"WEP","20-Oct-2023","9","173.16","172.93","0.14","-1.020","0.00","0.45","0.3703","0.0000","0.2920"
"WEP","20-Oct-2023","10","179.43","179.09","0.15","-0.920","0.00","0.45","0.3703","0.0000","0.2920"
"WEP","20-Oct-2023","11","193.61","193.33","0.15","-0.980","0.00","0.45","0.3703","0.0000","0.2920"
"WEP","20-Oct-2023","12","202.09","201.64","0.17","-0.830","0.00","0.45","0.3703","0.0000","0.2920"
"WEP","20-Oct-2023","13","187.05","186.53","0.29","-0.880","0.00","0.45","0.3703","0.0000","0.2920"
"WEP","20-Oct-2023","14","184.00","184.09","0.44","-1.650","0.00","0.45","0.3703","0.0000","0.2920"
"WEP","20-Oct-2023","15","188.26","188.00","1.00","-1.860","0.00","0.45","0.3703","0.0000","0.2920"
"WEP","20-Oct-2023","16","194.82","194.33","1.09","-1.720","0.00","0.45","0.3703","0.0000","0.2920"
"WEP","20-Oct-2023","17","173.62","173.50","0.63","-1.630","0.00","0.45","0.3703","0.0000","0.2920"
"WEP","20-Oct-2023","18","178.73","178.00","1.08","-1.460","0.00","0.45","0.3703","0.0000","0.2920"
"WEP","20-Oct-2023","19","143.66","143.31","0.58","-1.340","0.00","0.45","0.3703","0.0000","0.2920"
"WEP","20-Oct-2023","20","145.14","144.85","0.76","-1.580","0.00","0.45","0.3703","0.0000","0.2920"
"WEP","20-Oct-2023","21","136.57","137.11","0.56","-2.210","0.00","0.45","0.3703","0.0000","0.2920"
"WEP","20-Oct-2023","22","136.24","137.06","0.42","-2.350","0.00","0.45","0.3703","0.0000","0.2920"
"WEP","20-Oct-2023","23","141.99","143.16","0.44","-2.730","0.00","0.45","0.3703","0.0000","0.2920"
"WEP","20-Oct-2023","24","145.46","146.18","0.42","-2.260","0.00","0.45","0.3703","0.0000","0.2920"
"WEP","20-Oct-2023","25","159.43","160.03","0.55","-2.260","0.00","0.45","0.3703","0.0000","0.2920"
"WEP","20-Oct-2023","26","156.71","158.03","0.56","-2.990","0.00","0.45","0.3703","0.0000","0.2920"
"WEP","20-Oct-2023","27","171.66","173.77","0.59","-3.810","0.00","0.45","0.3703","0.0000","0.2920"
"WEP","20-Oct-2023","28","272.99","273.20","1.20","-2.530","0.00","0.45","0.3703","0.0000","0.2920"
"WEP","20-Oct-2023","29","373.80","372.56","2.00","-1.870","0.00","0.45","0.3703","0.0000","0.2920"
"WEP","20-Oct-2023","30","340.68","341.25","1.89","-3.570","0.00","0.45","0.3703","0.0000","0.2920"
"WEP","20-Oct-2023","31","294.68","294.18","1.75","-2.360","0.00","0.45","0.3703","0.0000","0.2920"
"WEP","20-Oct-2023","32","344.33","342.41","2.05","-1.240","0.00","0.45","0.3703","0.0000","0.2920"
"WEP","20-Oct-2023","33","248.92","245.59","1.54","0.680","0.00","0.45","0.3703","0.0000","0.2920"
"WEP","20-Oct-2023","34","172.39","170.52","0.84","-0.080","0.00","0.45","0.3703","0.0000","0.2920"
"WEP","20-Oct-2023","35","148.64","148.21","0.52","-1.200","0.00","0.45","0.3703","0.0000","0.2920"
"WEP","20-Oct-2023","36","136.65","137.08","0.57","-2.110","0.00","0.45","0.3703","0.0000","0.2920"
"WEP","20-Oct-2023","37","151.17","149.95","1.67","-1.560","0.00","0.45","0.3703","0.0000","0.2920"
"WEP","20-Oct-2023","38","189.83","188.51","0.98","-0.770","0.00","0.45","0.3703","0.0000","0.2920"
"WEP","20-Oct-2023","39","176.23","173.28","2.00","-0.160","0.00","0.45","0.3703","0.0000","0.2920"
"WEP","20-Oct-2023","40","175.02","173.64","1.09","-0.820","0.00","0.45","0.3703","0.0000","0.2920"
"WEP","20-Oct-2023","41","157.07","155.78","0.96","-0.790","0.00","0.45","0.3703","0.0000","0.2920"
"WEP","20-Oct-2023","42","148.79","148.33","0.49","-1.140","0.00","0.45","0.3703","0.0000","0.2920"
"WEP","20-Oct-2023","43","142.61","141.75","0.61","-0.860","0.00","0.45","0.3703","0.0000","0.2920"
"WEP","20-Oct-2023","44","137.02","137.08","0.25","-1.420","0.00","0.45","0.3703","0.0000","0.2920"
"WEP","20-Oct-2023","45","159.06","158.14","0.26","-0.450","0.00","0.45","0.3703","0.0000","0.2920"
"WEP","20-Oct-2023","46","138.17","136.99","0.18","-0.110","0.00","0.45","0.3703","0.0000","0.2920"
"WEP","20-Oct-2023","47","156.06","155.04","0.39","-0.490","0.00","0.45","0.3703","0.0000","0.2920"
"WEP","20-Oct-2023","48","156.18","154.91","0.45","-0.290","0.00","0.45","0.3703","0.0000","0.2920"
"WEP","21-Oct-2023","1","207.81","207.32","0.16","-0.800","0.00","0.45","0.3703","0.0000","0.3130"
"WEP","21-Oct-2023","2","186.77","185.73","0.23","-0.330","0.00","0.45","0.3703","0.0000","0.3130"
"WEP","21-Oct-2023","3","186.48","185.22","0.14","-0.020","0.00","0.45","0.3703","0.0000","0.3130"
"WEP","21-Oct-2023","4","161.21","160.02","0.14","-0.080","0.00","0.45","0.3703","0.0000","0.3130"
"WEP","21-Oct-2023","5","154.72","153.76","0.14","-0.310","0.00","0.45","0.3703","0.0000","0.3130"
"WEP","21-Oct-2023","6","146.75","145.09","0.14","0.390","0.00","0.45","0.3703","0.0000","0.3130"
"WEP","21-Oct-2023","7","140.68","139.85","0.14","-0.440","0.00","0.45","0.3703","0.0000","0.3130"
"WEP","21-Oct-2023","8","138.38","136.95","0.14","0.160","0.00","0.45","0.3703","0.0000","0.3130"
"WEP","21-Oct-2023","9","138.47","136.89","0.14","0.310","0.00","0.45","0.3703","0.0000","0.3130"
"WEP","21-Oct-2023","10","138.47","136.89","0.15","0.300","0.00","0.45","0.3703","0.0000","0.3130"
"WEP","21-Oct-2023","11","137.58","136.89","0.16","-0.600","0.00","0.45","0.3703","0.0000","0.3130"
"WEP","21-Oct-2023","12","146.84","145.07","0.27","0.370","0.00","0.45","0.3703","0.0000","0.3130"
"WEP","21-Oct-2023","13","155.35","153.70","0.30","0.220","0.00","0.45","0.3703","0.0000","0.3130"
"WEP","21-Oct-2023","14","157.09","156.41","0.31","-0.770","0.00","0.45","0.3703","0.0000","0.3130"
"WEP","21-Oct-2023","15","163.04","162.37","0.85","-1.310","0.00","0.45","0.3703","0.0000","0.3130"
"WEP","21-Oct-2023","16","200.54","199.92","1.19","-1.700","0.00","0.45","0.3703","0.0000","0.3130"
"WEP","21-Oct-2023","17","150.92","149.94","0.65","-0.800","0.00","0.45","0.3703","0.0000","0.3130"
"WEP","21-Oct-2023","18","142.11","140.62","1.10","-0.740","0.00","0.45","0.3703","0.0000","0.3130"
"WEP","21-Oct-2023","19","136.78","137.03","0.27","-1.660","0.00","0.45","0.3703","0.0000","0.3130"
"WEP","21-Oct-2023","20","135.45","136.94","0.28","-2.910","0.00","0.45","0.3703","0.0000","0.3130"
"WEP","21-Oct-2023","21","136.96","137.40","0.26","-1.830","0.00","0.45","0.3703","0.0000","0.3130"
"WEP","21-Oct-2023","22","145.27","145.78","0.16","-1.800","0.00","0.45","0.3703","0.0000","0.3130"
"WEP","21-Oct-2023","23","141.58","140.69","0.24","-0.480","0.00","0.45","0.3703","0.0000","0.3130"
"WEP","21-Oct-2023","24","137.61","137.01","0.15","-0.690","0.00","0.45","0.3703","0.0000","0.3130"
"WEP","21-Oct-2023","25","134.63","134.68","0.26","-1.440","0.00","0.45","0.3703","0.0000","0.3130"
"WEP","21-Oct-2023","26","126.96","127.81","0.26","-2.240","0.00","0.45","0.3703","0.0000","0.3130"
"WEP","21-Oct-2023","27","133.66","134.70","0.25","-2.430","0.00","0.45","0.3703","0.0000","0.3130"
"WEP","21-Oct-2023","28","133.80","135.11","0.24","-2.680","0.00","0.45","0.3703","0.0000","0.3130"
"WEP","21-Oct-2023","29","135.27","137.04","0.25","-3.160","0.00","0.45","0.3703","0.0000","0.3130"
"WEP","21-Oct-2023","30","138.88","140.33","0.25","-2.830","0.00","0.45","0.3703","0.0000","0.3130"
"WEP","21-Oct-2023","31","154.62","155.01","0.26","-1.780","0.00","0.45","0.3703","0.0000","0.3130"
"WEP","21-Oct-2023","32","191.38","192.21","0.25","-2.210","0.00","0.45","0.3703","0.0000","0.3130"
"WEP","21-Oct-2023","33","291.84","294.16","0.25","-3.700","0.00","0.45","0.3703","0.0000","0.3130"
"WEP","21-Oct-2023","34","301.60","302.67","0.65","-2.850","0.00","0.45","0.3703","0.0000","0.3130"
"WEP","21-Oct-2023","35","303.97","305.44","0.26","-2.870","0.00","0.45","0.3703","0.0000","0.3130"
"WEP","21-Oct-2023","36","301.39","299.65","0.66","-0.050","0.00","0.45","0.3703","0.0000","0.3130"
"WEP","21-Oct-2023","37","243.58","241.20","2.55","-1.300","0.00","0.45","0.3703","0.0000","0.3130"
"WEP","21-Oct-2023","38","288.38","287.52","0.69","-0.960","0.00","0.45","0.3703","0.0000","0.3130"
"WEP","21-Oct-2023","39","296.43","292.59","2.69","0.010","0.00","0.45","0.3703","0.0000","0.3130"
"WEP","21-Oct-2023","40","242.70","241.20","1.46","-1.090","0.00","0.45","0.3703","0.0000","0.3130"
"WEP","21-Oct-2023","41","242.09","241.21","0.91","-1.160","0.00","0.45","0.3703","0.0000","0.3130"
"WEP","21-Oct-2023","42","242.84","241.21","0.65","-0.150","0.00","0.45","0.3703","0.0000","0.3130"
"WEP","21-Oct-2023","43","209.28","207.59","0.64","-0.080","0.00","0.45","0.3703","0.0000","0.3130"
"WEP","21-Oct-2023","44","162.26","161.18","0.26","-0.320","0.00","0.45","0.3703","0.0000","0.3130"
"WEP","21-Oct-2023","45","165.69","164.56","0.27","-0.270","0.00","0.45","0.3703","0.0000","0.3130"
"WEP","21-Oct-2023","46","156.64","155.57","0.27","-0.330","0.00","0.45","0.3703","0.0000","0.3130"
"WEP","21-Oct-2023","47","174.49","173.50","0.27","-0.420","0.00","0.45","0.3703","0.0000","0.3130"
"WEP","21-Oct-2023","48","165.51","164.44","0.17","-0.230","0.00","0.45","0.3703","0.0000","0.3130"
"WEP","22-Oct-2023","1","143.01","141.86","0.17","-0.170","0.00","0.45","0.3703","0.0000","0.3244"
"WEP","22-Oct-2023","2","137.80","136.72","0.15","-0.220","0.00","0.45","0.3703","0.0000","0.3244"
"WEP","22-Oct-2023","3","136.06","134.96","0.14","-0.180","0.00","0.45","0.3703","0.0000","0.3244"
"WEP","22-Oct-2023","4","135.87","134.67","0.15","-0.090","0.00","0.45","0.3703","0.0000","0.3244"
"WEP","22-Oct-2023","5","135.82","134.73","0.14","-0.200","0.00","0.45","0.3703","0.0000","0.3244"
"WEP","22-Oct-2023","6","131.24","129.90","0.14","0.050","0.00","0.45","0.3703","0.0000","0.3244"
"WEP","22-Oct-2023","7","128.06","126.79","0.15","-0.030","0.00","0.45","0.3703","0.0000","0.3244"
"WEP","22-Oct-2023","8","128.13","126.78","0.15","0.060","0.00","0.45","0.3703","0.0000","0.3244"
"WEP","22-Oct-2023","9","128.47","126.75","0.15","0.430","0.00","0.45","0.3703","0.0000","0.3244"
"WEP","22-Oct-2023","10","128.47","126.75","0.15","0.430","0.00","0.45","0.3703","0.0000","0.3244"
"WEP","22-Oct-2023","11","128.29","126.75","0.16","0.230","0.00","0.45","0.3703","0.0000","0.3244"
"WEP","22-Oct-2023","12","129.14","127.51","0.19","0.290","0.00","0.45","0.3703","0.0000","0.3244"
"WEP","22-Oct-2023","13","131.78","129.90","0.68","0.050","0.00","0.45","0.3703","0.0000","0.3244"
"WEP","22-Oct-2023","14","135.38","134.54","0.48","-0.780","0.00","0.45","0.3703","0.0000","0.3244"
"WEP","22-Oct-2023","15","131.03","129.91","0.88","-0.900","0.00","0.45","0.3703","0.0000","0.3244"
"WEP","22-Oct-2023","16","135.42","134.54","0.87","-1.140","0.00","0.45","0.3703","0.0000","0.3244"
"WEP","22-Oct-2023","17","131.69","131.07","0.21","-0.740","0.00","0.45","0.3703","0.0000","0.3244"
"WEP","22-Oct-2023","18","132.17","130.95","0.82","-0.750","0.00","0.45","0.3703","0.0000","0.3244"
"WEP","22-Oct-2023","19","127.91","127.61","0.24","-1.090","0.00","0.45","0.3703","0.0000","0.3244"
"WEP","22-Oct-2023","20","127.89","127.60","0.30","-1.160","0.00","0.45","0.3703","0.0000","0.3244"
"WEP","22-Oct-2023","21","126.47","126.74","0.18","-1.590","0.00","0.45","0.3703","0.0000","0.3244"
"WEP","22-Oct-2023","22","124.24","125.54","0.17","-2.610","0.00","0.45","0.3703","0.0000","0.3244"
"WEP","22-Oct-2023","23","123.51","125.24","0.17","-3.040","0.00","0.45","0.3703","0.0000","0.3244"
"WEP","22-Oct-2023","24","123.41","125.24","0.16","-3.130","0.00","0.45","0.3703","0.0000","0.3244"
"WEP","22-Oct-2023","25","124.39","125.46","0.18","-2.400","0.00","0.45","0.3703","0.0000","0.3244"
"WEP","22-Oct-2023","26","124.00","125.62","0.18","-2.950","0.00","0.45","0.3703","0.0000","0.3244"
"WEP","22-Oct-2023","27","123.84","126.75","0.18","-4.240","0.00","0.45","0.3703","0.0000","0.3244"
"WEP","22-Oct-2023","28","127.85","129.80","0.17","-3.270","0.00","0.45","0.3703","0.0000","0.3244"
"WEP","22-Oct-2023","29","136.11","137.02","0.17","-2.230","0.00","0.45","0.3703","0.0000","0.3244"
"WEP","22-Oct-2023","30","135.92","137.13","0.17","-2.520","0.00","0.45","0.3703","0.0000","0.3244"
"WEP","22-Oct-2023","31","136.59","137.12","0.18","-1.850","0.00","0.45","0.3703","0.0000","0.3244"
"WEP","22-Oct-2023","32","213.95","214.62","0.18","-1.990","0.00","0.45","0.3703","0.0000","0.3244"
"WEP","22-Oct-2023","33","214.76","214.12","0.18","-0.680","0.00","0.45","0.3703","0.0000","0.3244"
"WEP","22-Oct-2023","34","184.76","183.87","0.29","-0.550","0.00","0.45","0.3703","0.0000","0.3244"
"WEP","22-Oct-2023","35","169.09","168.25","0.18","-0.480","0.00","0.45","0.3703","0.0000","0.3244"
"WEP","22-Oct-2023","36","162.57","161.98","0.29","-0.840","0.00","0.45","0.3703","0.0000","0.3244"
"WEP","22-Oct-2023","37","171.77","170.20","1.33","-0.910","0.00","0.45","0.3703","0.0000","0.3244"
"WEP","22-Oct-2023","38","181.23","181.12","0.67","-1.700","0.00","0.45","0.3703","0.0000","0.3244"
"WEP","22-Oct-2023","39","223.18","222.81","1.87","-2.640","0.00","0.45","0.3703","0.0000","0.3244"
"WEP","22-Oct-2023","40","246.45","247.72","1.08","-3.500","0.00","0.45","0.3703","0.0000","0.3244"
"WEP","22-Oct-2023","41","256.47","257.30","0.71","-2.690","0.00","0.45","0.3703","0.0000","0.3244"
"WEP","22-Oct-2023","42","261.81","261.87","0.60","-1.800","0.00","0.45","0.3703","0.0000","0.3244"
"WEP","22-Oct-2023","43","259.93","259.29","0.45","-0.950","0.00","0.45","0.3703","0.0000","0.3244"
"WEP","22-Oct-2023","44","252.87","252.57","0.43","-1.270","0.00","0.45","0.3703","0.0000","0.3244"
"WEP","22-Oct-2023","45","191.32","190.49","0.18","-0.500","0.00","0.45","0.3703","0.0000","0.3244"
"WEP","22-Oct-2023","46","181.99","180.88","0.18","-0.210","0.00","0.45","0.3703","0.0000","0.3244"
"WEP","22-Oct-2023","47","179.90","179.26","0.18","-0.680","0.00","0.45","0.3703","0.0000","0.3244"
"WEP","22-Oct-2023","48","156.10","155.44","0.18","-0.660","0.00","0.45","0.3703","0.0000","0.3244"
"WEP","23-Oct-2023","1","155.70","154.67","0.17","-0.250","0.00","0.45","0.3703","0.0000","0.2958"
"WEP","23-Oct-2023","2","143.81","142.24","0.23","0.220","0.00","0.45","0.3703","0.0000","0.2958"
"WEP","23-Oct-2023","3","135.01","133.77","0.14","-0.020","0.00","0.45","0.3703","0.0000","0.2958"
"WEP","23-Oct-2023","4","134.53","133.64","0.15","-0.380","0.00","0.45","0.3703","0.0000","0.2958"
"WEP","23-Oct-2023","5","136.06","134.76","0.15","0.040","0.00","0.45","0.3703","0.0000","0.2958"
"WEP","23-Oct-2023","6","135.01","133.60","0.14","0.160","0.00","0.45","0.3703","0.0000","0.2958"
"WEP","23-Oct-2023","7","134.26","133.60","0.15","-0.600","0.00","0.45","0.3703","0.0000","0.2958"
"WEP","23-Oct-2023","8","135.45","133.59","0.15","0.590","0.00","0.45","0.3703","0.0000","0.2958"
"WEP","23-Oct-2023","9","128.80","127.48","0.15","0.050","0.00","0.45","0.3703","0.0000","0.2958"
"WEP","23-Oct-2023","10","128.65","127.33","0.15","0.050","0.00","0.45","0.3703","0.0000","0.2958"
"WEP","23-Oct-2023","11","132.55","131.24","0.24","-0.050","0.00","0.45","0.3703","0.0000","0.2958"
"WEP","23-Oct-2023","12","153.14","152.07","0.27","-0.320","0.00","0.45","0.3703","0.0000","0.2958"
"WEP","23-Oct-2023","13","154.69","154.74","0.29","-1.460","0.00","0.45","0.3703","0.0000","0.2958"
"WEP","23-Oct-2023","14","136.67","136.90","0.30","-1.650","0.00","0.45","0.3703","0.0000","0.2958"
"WEP","23-Oct-2023","15","141.26","141.52","1.01","-2.390","0.00","0.45","0.3703","0.0000","0.2958"
"WEP","23-Oct-2023","16","201.83","202.79","1.10","-3.180","0.00","0.45","0.3703","0.0000","0.2958"
"WEP","23-Oct-2023","17","161.25","162.28","0.27","-2.420","0.00","0.45","0.3703","0.0000","0.2958"
"WEP","23-Oct-2023","18","209.57","209.42","1.20","-2.160","0.00","0.45","0.3703","0.0000","0.2958"
"WEP","23-Oct-2023","19","138.22","137.11","0.55","-0.560","0.00","0.45","0.3703","0.0000","0.2958"
"WEP","23-Oct-2023","20","138.08","137.17","0.87","-1.070","0.00","0.45","0.3703","0.0000","0.2958"
"WEP","23-Oct-2023","21","137.02","137.09","0.72","-1.900","0.00","0.45","0.3703","0.0000","0.2958"
"WEP","23-Oct-2023","22","136.16","137.10","0.33","-2.390","0.00","0.45","0.3703","0.0000","0.2958"
"WEP","23-Oct-2023","23","136.62","137.11","0.32","-1.920","0.00","0.45","0.3703","0.0000","0.2958"
"WEP","23-Oct-2023","24","162.69","163.03","0.48","-1.930","0.00","0.45","0.3703","0.0000","0.2958"
"WEP","23-Oct-2023","25","168.82","169.56","0.56","-2.410","0.00","0.45","0.3703","0.0000","0.2958"
"WEP","23-Oct-2023","26","248.13","251.66","1.49","-6.130","0.00","0.45","0.3703","0.0000","0.2958"
"WEP","23-Oct-2023","27","429.05","433.53","2.73","-8.320","0.00","0.45","0.3703","0.0000","0.2958"
"WEP","23-Oct-2023","28","602.23","604.61","2.57","-6.070","0.00","0.45","0.3703","0.0000","0.2958"
"WEP","23-Oct-2023","29","699.48","699.48","2.75","-3.870","0.00","0.45","0.3703","0.0000","0.2958"
"WEP","23-Oct-2023","30","605.98","601.99","2.61","-0.470","0.74","0.45","0.3703","0.0000","0.2958"
"WEP","23-Oct-2023","31","598.78","588.37","2.61","2.430","4.25","0.45","0.3703","0.0000","0.2958"
"WEP","23-Oct-2023","32","389.35","355.06","2.52","-0.430","31.08","0.45","0.3703","0.0000","0.2958"
"WEP","23-Oct-2023","33","307.05","291.12","2.04","-1.340","14.12","0.45","0.3703","0.0000","0.2958"
"WEP","23-Oct-2023","34","314.04","291.39","2.24","-4.280","23.58","0.45","0.3703","0.0000","0.2958"
"WEP","23-Oct-2023","35","597.28","603.16","2.78","-12.180","2.40","0.45","0.3703","0.0000","0.2958"
"WEP","23-Oct-2023","36","590.11","597.94","2.84","-12.940","1.15","0.45","0.3703","0.0000","0.2958"
"WEP","23-Oct-2023","37","285.67","282.84","3.73","-2.020","0.00","0.45","0.3703","0.0000","0.2958"
"WEP","23-Oct-2023","38","371.03","367.30","3.06","-0.450","0.00","0.45","0.3703","0.0000","0.2958"
"WEP","23-Oct-2023","39","336.11","330.84","3.21","0.940","0.00","0.45","0.3703","0.0000","0.2958"
"WEP","23-Oct-2023","40","231.33","229.16","1.12","-0.070","0.00","0.45","0.3703","0.0000","0.2958"
"WEP","23-Oct-2023","41","199.92","199.16","0.68","-1.030","0.00","0.45","0.3703","0.0000","0.2958"
"WEP","23-Oct-2023","42","193.16","192.26","0.26","-0.480","0.00","0.45","0.3703","0.0000","0.2958"
"WEP","23-Oct-2023","43","168.16","166.94","0.17","-0.060","0.00","0.45","0.3703","0.0000","0.2958"
"WEP","23-Oct-2023","44","138.09","137.11","0.17","-0.300","0.00","0.45","0.3703","0.0000","0.2958"
"WEP","23-Oct-2023","45","138.28","137.07","0.17","-0.070","0.00","0.45","0.3703","0.0000","0.2958"
"WEP","23-Oct-2023","46","137.86","137.07","0.18","-0.510","0.00","0.45","0.3703","0.0000","0.2958"
"WEP","23-Oct-2023","47","138.44","137.01","0.18","0.130","0.00","0.45","0.3703","0.0000","0.2958"
"WEP","23-Oct-2023","48","134.45","133.81","0.17","-0.650","0.00","0.45","0.3703","0.0000","0.2958"
"WEP","24-Oct-2023","1","131.64","130.83","0.16","-0.460","0.00","0.45","0.3703","0.0000","0.2957"
"WEP","24-Oct-2023","2","118.18","117.28","0.23","-0.440","0.00","0.45","0.3703","0.0000","0.2957"
"WEP","24-Oct-2023","3","118.32","117.61","0.14","-0.550","0.00","0.45","0.3703","0.0000","0.2957"
"WEP","24-Oct-2023","4","117.54","116.57","0.15","-0.290","0.00","0.45","0.3703","0.0000","0.2957"
"WEP","24-Oct-2023","5","110.88","109.72","0.14","-0.090","0.00","0.45","0.3703","0.0000","0.2957"
"WEP","24-Oct-2023","6","102.17","101.08","0.14","-0.170","0.00","0.45","0.3703","0.0000","0.2957"
"WEP","24-Oct-2023","7","98.06","96.81","0.14","-0.010","0.00","0.45","0.3703","0.0000","0.2957"
"WEP","24-Oct-2023","8","98.06","96.81","0.15","-0.020","0.00","0.45","0.3703","0.0000","0.2957"
"WEP","24-Oct-2023","9","97.67","96.67","0.14","-0.250","0.00","0.45","0.3703","0.0000","0.2957"
"WEP","24-Oct-2023","10","97.62","96.80","0.15","-0.440","0.00","0.45","0.3703","0.0000","0.2957"
"WEP","24-Oct-2023","11","110.25","109.73","0.23","-0.820","0.00","0.45","0.3703","0.0000","0.2957"
"WEP","24-Oct-2023","12","134.61","133.78","0.18","-0.460","0.00","0.45","0.3703","0.0000","0.2957"
"WEP","24-Oct-2023","13","138.96","138.87","0.19","-1.220","0.00","0.45","0.3703","0.0000","0.2957"
"WEP","24-Oct-2023","14","147.80","148.08","0.30","-1.700","0.00","0.45","0.3703","0.0000","0.2957"
"WEP","24-Oct-2023","15","139.40","139.45","0.80","-1.970","0.00","0.45","0.3703","0.0000","0.2957"
"WEP","24-Oct-2023","16","154.08","153.61","0.77","-1.420","0.00","0.45","0.3703","0.0000","0.2957"
"WEP","24-Oct-2023","17","134.05","133.91","0.27","-1.240","0.00","0.45","0.3703","0.0000","0.2957"
"WEP","24-Oct-2023","18","134.60","133.93","0.71","-1.150","0.00","0.45","0.3703","0.0000","0.2957"
"WEP","24-Oct-2023","19","134.07","133.96","0.32","-1.320","0.00","0.45","0.3703","0.0000","0.2957"
"WEP","24-Oct-2023","20","134.21","133.97","0.40","-1.280","0.00","0.45","0.3703","0.0000","0.2957"
"WEP","24-Oct-2023","21","133.77","133.97","0.31","-1.630","0.00","0.45","0.3703","0.0000","0.2957"
"WEP","24-Oct-2023","22","133.61","133.96","0.23","-1.690","0.00","0.45","0.3703","0.0000","0.2957"
"WEP","24-Oct-2023","23","122.88","125.41","0.20","-3.850","0.00","0.45","0.3703","0.0000","0.2957"
"WEP","24-Oct-2023","24","170.60","172.98","0.45","-3.950","0.00","0.45","0.3703","0.0000","0.2957"
"WEP","24-Oct-2023","25","282.51","284.48","0.79","-3.880","0.00","0.45","0.3703","0.0000","0.2957"
"WEP","24-Oct-2023","26","351.62","354.97","0.92","-5.390","0.00","0.45","0.3703","0.0000","0.2957"
"WEP","24-Oct-2023","27","288.03","291.32","0.81","-5.220","0.00","0.45","0.3703","0.0000","0.2957"
"WEP","24-Oct-2023","28","200.40","202.39","0.73","-3.830","0.00","0.45","0.3703","0.0000","0.2957"
"WEP","24-Oct-2023","29","179.56","181.69","0.53","-3.770","0.00","0.45","0.3703","0.0000","0.2957"
"WEP","24-Oct-2023","30","267.86","273.39","0.76","-7.400","0.00","0.45","0.3703","0.0000","0.2957"
"WEP","24-Oct-2023","31","181.99","183.60","0.78","-3.510","0.00","0.45","0.3703","0.0000","0.2957"
"WEP","24-Oct-2023","32","256.70","259.44","0.82","-4.670","0.00","0.45","0.3703","0.0000","0.2957"
"WEP","24-Oct-2023","33","294.23","294.19","1.01","-2.090","0.00","0.45","0.3703","0.0000","0.2957"
"WEP","24-Oct-2023","34","293.61","294.26","1.47","-3.240","0.00","0.45","0.3703","0.0000","0.2957"
"WEP","24-Oct-2023","35","246.69","245.53","1.04","-1.000","0.00","0.45","0.3703","0.0000","0.2957"
"WEP","24-Oct-2023","36","191.77","191.78","0.91","-2.030","0.00","0.45","0.3703","0.0000","0.2957"
"WEP","24-Oct-2023","37","177.38","174.93","2.64","-1.310","0.00","0.45","0.3703","0.0000","0.2957"
"WEP","24-Oct-2023","38","174.27","173.79","0.81","-1.440","0.00","0.45","0.3703","0.0000","0.2957"
"WEP","24-Oct-2023","39","192.83","190.90","2.51","-1.690","0.00","0.45","0.3703","0.0000","0.2957"
